datetime,AAPL,cash,commission,total,returns,equity_curve,drawdown
1990-08-09,9638720000.0,-14913820006.499996,6.5,-5275100006.499996,0.1319422686358962,-52751.000064999906,489596.7999999995
1990-08-10,10270400000.0,-14913820006.499996,6.5,-4643420006.499996,-0.11974749279096919,-46434.20006499992,483279.99999999953
1990-08-13,15611680000.0,-14913820006.499996,6.5,697859993.5000038,-1.1502900862991328,6978.599935000034,429867.1999999996
1990-08-14,9816800000.0,-14913820006.499996,6.5,-5097020006.499996,-8.303785936970993,-50970.20006499993,487815.99999999953
1990-08-15,9205280000.0,-14913820006.499996,6.5,-5708540006.499996,0.1199759858152718,-57085.40006499993,493931.19999999955
1990-08-16,12389440000.0,-14913820006.499996,6.5,-2524380006.499996,-0.5577888560602842,-25243.80006499995,462089.59999999957
1990-08-17,24610880000.0,-14913820006.499996,6.5,9697059993.500004,-4.841363015287381,96970.59993499999,339875.1999999996
1990-08-20,7506240000.0,-14913820006.499996,6.5,-7407580006.499996,-1.7638995748675723,-74075.80006499993,510921.5999999995
1990-08-21,16104480000.0,-14913820006.499996,6.5,1190659993.5000038,-1.1607353538477108,11906.59993500004,424939.19999999955
1990-08-22,12271840000.0,-14913820006.499996,6.5,-2641980006.499996,-3.21892061623215,-26419.800064999967,463265.59999999957
1990-08-23,14369600000.0,-14913820006.499996,6.5,-544220006.4999962,-0.7940105507380579,-5442.2000649999645,442287.9999999996
1990-08-24,7341600000.0,-14913820006.499996,6.5,-7572220006.499996,12.91389496170617,-75722.200065,512567.9999999996
1990-08-27,11746560000.0,-14913820006.499996,6.5,-3167260006.499996,-0.5817263624430855,-31672.600064999977,468518.39999999956
1990-08-28,8019200000.0,-14913820006.499996,6.5,-6894620006.499996,1.1768405474607517,-68946.200065,505791.9999999996
1990-08-29,15093120000.0,-14913820006.499996,6.5,179299993.5000038,-1.0260057832528793,1792.999935000041,435052.7999999996
1990-08-30,12259520000.0,-14913820006.499996,6.5,-2654300006.499996,-15.803681554511265,-26543.000065000004,463388.79999999964
1990-08-31,9945600000.0,-14913820006.499996,6.5,-4968220006.499996,0.8717627978501092,-49682.20006500004,486527.99999999965
1990-09-04,8274560000.0,-14913820006.499996,6.5,-6639260006.499996,0.3363458135536981,-66392.60006500006,503238.3999999997
1990-09-05,6405280000.0,-14913820006.499996,6.5,-8508540006.499996,0.2815494495124351,-85085.4000650001,521931.1999999997
1990-09-06,8762880000.0,-14913820006.499996,6.5,-6150940006.499996,-0.27708631541944206,-61509.40006500006,498355.19999999966
1990-09-07,5817280000.0,-14913820006.499996,6.5,-9096540006.499996,0.47888615348015784,-90965.40006500011,527811.1999999997
1990-09-10,7598080000.0,-14913820006.499996,6.5,-7315740006.499996,-0.19576674194006916,-73157.40006500008,510003.1999999997
1990-09-11,17827040000.0,-14913820006.499996,6.5,2913219993.500004,-1.3982126197639095,29132.199935000088,407713.5999999995
1990-09-12,0.0,2913219992.2000046,7.8,2913219992.2000046,-4.462413771832985e-10,29132.199922000094,407713.6000129995
1990-09-13,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-09-14,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-09-17,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-09-18,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-09-19,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-09-20,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-09-21,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-09-24,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-09-25,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-09-26,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-09-27,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-09-28,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-01,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-02,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-03,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-04,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-05,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-08,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-09,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-10,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-11,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-12,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-15,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-16,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-17,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-18,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-19,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-22,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-23,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-24,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-25,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-26,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-29,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-30,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-10-31,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-01,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-02,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-05,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-06,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-07,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-08,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-09,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-12,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-13,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-14,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-15,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-16,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-19,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-20,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-21,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-23,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-26,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-27,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-28,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-29,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-11-30,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-12-03,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-12-04,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-12-05,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-12-06,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-12-07,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-12-10,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-12-11,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-12-12,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-12-13,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-12-14,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-12-17,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-12-18,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-12-19,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-12-20,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-12-21,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-12-24,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-12-26,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-12-27,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-12-28,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1990-12-31,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1991-01-02,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1991-01-03,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1991-01-04,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1991-01-07,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1991-01-08,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1991-01-09,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1991-01-10,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1991-01-11,0.0,2913219992.2000046,7.8,2913219992.2000046,0.0,29132.199922000094,407713.6000129995
1991-01-14,21084000000.0,-27852060009.099995,9.1,-6768060009.099995,-3.3232231095561353,-67680.60009100006,504526.40002599964
1991-01-15,19205760000.0,-27852060009.099995,9.1,-8646300009.099995,0.2775152698815633,-86463.0000910001,523308.8000259997
1991-01-16,39063360000.0,-27852060009.099995,9.1,11211299990.900005,-2.296658683957348,112112.99990900024,324732.8000259994
1991-01-17,59167360000.0,-27852060009.099995,9.1,31315299990.900005,1.793190800024799,313152.9999090006,123692.80002599902
1991-01-18,94324160000.0,-27852060009.099995,9.1,66472099990.90001,1.1226716656144538,664720.9999090012,0.0
1991-01-21,32430720000.0,-27852060009.099995,9.1,4578659990.900005,-0.9311190711362087,45786.59990900011,618934.4000000011
1991-01-22,42772800000.0,-27852060009.099995,9.1,14920739990.900005,2.258756933372357,149207.39990900026,515513.6000000009
1991-01-23,24426080000.0,-27852060009.099995,9.1,-3425980009.0999947,-1.2296119368871425,-34259.800091000005,698980.8000000012
1991-01-24,23393440000.0,-27852060009.099995,9.1,-4458620009.099995,0.3014144849815614,-44586.20009100002,709307.2000000012
1991-01-25,22380960000.0,-27852060009.099995,9.1,-5471100009.099995,0.22708371602279165,-54711.00009100004,719432.0000000012
1991-01-28,27348160000.0,-27852060009.099995,9.1,-503900009.09999466,-0.9078978618080704,-5039.000090999957,669760.0000000012
1991-01-29,21555520000.0,-27852060009.099995,9.1,-6296540009.099995,11.49561400156772,-62965.400091000076,727686.4000000013
1991-01-30,33677280000.0,-27852060009.099995,9.1,5825219990.900005,-1.9251461886180632,58252.19990900017,606468.800000001
1991-01-31,24259200000.0,-27852060009.099995,9.1,-3592860009.0999947,-1.616776707954834,-35928.60009100001,700649.6000000011
1991-02-01,44455040000.0,-27852060009.099995,9.1,16602979990.900005,-5.621104064407738,166029.79990900034,498691.2000000008
1991-02-04,26784800000.0,-27852060009.099995,9.1,-1067260009.0999947,-1.0642812320249109,-10672.600090999977,675393.6000000011
1991-02-05,35611520000.0,-27852060009.099995,9.1,7759459990.900005,-8.270449491912892,77594.59990900026,587126.400000001
1991-02-06,22256640000.0,-27852060009.099995,9.1,-5595420009.099995,-1.7211094606663462,-55954.20009100009,720675.2000000012
1991-02-07,52017280000.0,-27852060009.099995,9.1,24165219990.900005,-5.318749969010263,241652.1999090007,423068.8000000005
1991-02-08,31355520000.0,-27852060009.099995,9.1,3503459990.9000053,-0.8550205629322093,35034.59990900014,629686.4000000011
